,DATE,variable,value
2103,1988-05-24,DFII10,
2104,1988-05-25,DFII10,
2105,1988-05-26,DFII10,
2106,1988-05-27,DFII10,
2107,1988-05-30,DFII10,
2108,1988-05-31,DFII10,
2109,1988-06-01,DFII10,
2110,1988-06-02,DFII10,
2111,1988-06-03,DFII10,
2112,1988-06-06,DFII10,
2113,1988-06-07,DFII10,
2114,1988-06-08,DFII10,
2115,1988-06-09,DFII10,
2116,1988-06-10,DFII10,
2117,1988-06-13,DFII10,
2118,1988-06-14,DFII10,
2119,1988-06-15,DFII10,
2120,1988-06-16,DFII10,
2121,1988-06-17,DFII10,
2122,1988-06-20,DFII10,
2123,1988-06-21,DFII10,
2124,1988-06-22,DFII10,
2125,1988-06-23,DFII10,
2126,1988-06-24,DFII10,
2127,1988-06-27,DFII10,
2128,1988-06-28,DFII10,
2129,1988-06-29,DFII10,
2130,1988-06-30,DFII10,
2131,1988-07-01,DFII10,
2132,1988-07-04,DFII10,
2133,1988-07-05,DFII10,
2134,1988-07-06,DFII10,
2135,1988-07-07,DFII10,
2136,1988-07-08,DFII10,
2137,1988-07-11,DFII10,
2138,1988-07-12,DFII10,
2139,1988-07-13,DFII10,
2140,1988-07-14,DFII10,
2141,1988-07-15,DFII10,
2142,1988-07-18,DFII10,
2143,1988-07-19,DFII10,
2144,1988-07-20,DFII10,
2145,1988-07-21,DFII10,
2146,1988-07-22,DFII10,
2147,1988-07-25,DFII10,
2148,1988-07-26,DFII10,
2149,1988-07-27,DFII10,
2150,1988-07-28,DFII10,
2151,1988-07-29,DFII10,
2152,1988-08-01,DFII10,
2153,1988-08-02,DFII10,
2154,1988-08-03,DFII10,
2155,1988-08-04,DFII10,
2156,1988-08-05,DFII10,
2157,1988-08-08,DFII10,
2158,1988-08-09,DFII10,
2159,1988-08-10,DFII10,
2160,1988-08-11,DFII10,
2161,1988-08-12,DFII10,
2162,1988-08-15,DFII10,
2163,1988-08-16,DFII10,
2164,1988-08-17,DFII10,
2165,1988-08-18,DFII10,
2166,1988-08-19,DFII10,
2167,1988-08-22,DFII10,
2168,1988-08-23,DFII10,
2169,1988-08-24,DFII10,
2170,1988-08-25,DFII10,
2171,1988-08-26,DFII10,
2172,1988-08-29,DFII10,
2173,1988-08-30,DFII10,
2174,1988-08-31,DFII10,
2175,1988-09-01,DFII10,
2176,1988-09-02,DFII10,
2177,1988-09-05,DFII10,
2178,1988-09-06,DFII10,
2179,1988-09-07,DFII10,
2180,1988-09-08,DFII10,
2181,1988-09-09,DFII10,
2182,1988-09-12,DFII10,
2183,1988-09-13,DFII10,
2184,1988-09-14,DFII10,
2185,1988-09-15,DFII10,
2186,1988-09-16,DFII10,
2187,1988-09-19,DFII10,
2188,1988-09-20,DFII10,
2189,1988-09-21,DFII10,
2190,1988-09-22,DFII10,
2191,1988-09-23,DFII10,
2192,1988-09-26,DFII10,
2193,1988-09-27,DFII10,
2194,1988-09-28,DFII10,
2195,1988-09-29,DFII10,
2196,1988-09-30,DFII10,
2197,1988-10-03,DFII10,
2198,1988-10-04,DFII10,
2199,1988-10-05,DFII10,
2200,1988-10-06,DFII10,
2201,1988-10-07,DFII10,
2202,1988-10-10,DFII10,
2203,1988-10-11,DFII10,
2204,1988-10-12,DFII10,
2205,1988-10-13,DFII10,
2206,1988-10-14,DFII10,
2207,1988-10-17,DFII10,
2208,1988-10-18,DFII10,
2209,1988-10-19,DFII10,
2210,1988-10-20,DFII10,
2211,1988-10-21,DFII10,
2212,1988-10-24,DFII10,
2213,1988-10-25,DFII10,
2214,1988-10-26,DFII10,
2215,1988-10-27,DFII10,
2216,1988-10-28,DFII10,
2217,1988-10-31,DFII10,
2218,1988-11-01,DFII10,
2219,1988-11-02,DFII10,
2220,1988-11-03,DFII10,
2221,1988-11-04,DFII10,
2222,1988-11-07,DFII10,
2223,1988-11-08,DFII10,
2224,1988-11-09,DFII10,
2225,1988-11-10,DFII10,
2226,1988-11-11,DFII10,
2227,1988-11-14,DFII10,
2228,1988-11-15,DFII10,
2229,1988-11-16,DFII10,
2230,1988-11-17,DFII10,
2231,1988-11-18,DFII10,
2232,1988-11-21,DFII10,
2233,1988-11-22,DFII10,
2234,1988-11-23,DFII10,
2235,1988-11-24,DFII10,
2236,1988-11-25,DFII10,
2237,1988-11-28,DFII10,
2238,1988-11-29,DFII10,
2239,1988-11-30,DFII10,
2240,1988-12-01,DFII10,
2241,1988-12-02,DFII10,
2242,1988-12-05,DFII10,
2243,1988-12-06,DFII10,
2244,1988-12-07,DFII10,
2245,1988-12-08,DFII10,
2246,1988-12-09,DFII10,
2247,1988-12-12,DFII10,
2248,1988-12-13,DFII10,
2249,1988-12-14,DFII10,
2250,1988-12-15,DFII10,
2251,1988-12-16,DFII10,
2252,1988-12-19,DFII10,
2253,1988-12-20,DFII10,
2254,1988-12-21,DFII10,
2255,1988-12-22,DFII10,
2256,1988-12-23,DFII10,
2257,1988-12-26,DFII10,
2258,1988-12-27,DFII10,
2259,1988-12-28,DFII10,
2260,1988-12-29,DFII10,
2261,1988-12-30,DFII10,
2262,1989-01-02,DFII10,
2263,1989-01-03,DFII10,
2264,1989-01-04,DFII10,
2265,1989-01-05,DFII10,
2266,1989-01-06,DFII10,
2267,1989-01-09,DFII10,
2268,1989-01-10,DFII10,
2269,1989-01-11,DFII10,
2270,1989-01-12,DFII10,
2271,1989-01-13,DFII10,
2272,1989-01-16,DFII10,
2273,1989-01-17,DFII10,
2274,1989-01-18,DFII10,
2275,1989-01-19,DFII10,
2276,1989-01-20,DFII10,
2277,1989-01-23,DFII10,
2278,1989-01-24,DFII10,
2279,1989-01-25,DFII10,
2280,1989-01-26,DFII10,
2281,1989-01-27,DFII10,
2282,1989-01-30,DFII10,
2283,1989-01-31,DFII10,
2284,1989-02-01,DFII10,
2285,1989-02-02,DFII10,
2286,1989-02-03,DFII10,
2287,1989-02-06,DFII10,
2288,1989-02-07,DFII10,
2289,1989-02-08,DFII10,
2290,1989-02-09,DFII10,
2291,1989-02-10,DFII10,
2292,1989-02-13,DFII10,
2293,1989-02-14,DFII10,
2294,1989-02-15,DFII10,
2295,1989-02-16,DFII10,
2296,1989-02-17,DFII10,
2297,1989-02-20,DFII10,
2298,1989-02-21,DFII10,
2299,1989-02-22,DFII10,
2300,1989-02-23,DFII10,
2301,1989-02-24,DFII10,
2302,1989-02-27,DFII10,
2303,1989-02-28,DFII10,
2304,1989-03-01,DFII10,
2305,1989-03-02,DFII10,
2306,1989-03-03,DFII10,
2307,1989-03-06,DFII10,
2308,1989-03-07,DFII10,
2309,1989-03-08,DFII10,
2310,1989-03-09,DFII10,
2311,1989-03-10,DFII10,
2312,1989-03-13,DFII10,
2313,1989-03-14,DFII10,
2314,1989-03-15,DFII10,
2315,1989-03-16,DFII10,
2316,1989-03-17,DFII10,
2317,1989-03-20,DFII10,
2318,1989-03-21,DFII10,
2319,1989-03-22,DFII10,
2320,1989-03-23,DFII10,
2321,1989-03-24,DFII10,
2322,1989-03-27,DFII10,
2323,1989-03-28,DFII10,
2324,1989-03-29,DFII10,
2325,1989-03-30,DFII10,
2326,1989-03-31,DFII10,
2327,1989-04-03,DFII10,
2328,1989-04-04,DFII10,
2329,1989-04-05,DFII10,
2330,1989-04-06,DFII10,
2331,1989-04-07,DFII10,
2332,1989-04-10,DFII10,
2333,1989-04-11,DFII10,
2334,1989-04-12,DFII10,
2335,1989-04-13,DFII10,
2336,1989-04-14,DFII10,
2337,1989-04-17,DFII10,
2338,1989-04-18,DFII10,
2339,1989-04-19,DFII10,
2340,1989-04-20,DFII10,
2341,1989-04-21,DFII10,
2342,1989-04-24,DFII10,
2343,1989-04-25,DFII10,
2344,1989-04-26,DFII10,
2345,1989-04-27,DFII10,
2346,1989-04-28,DFII10,
2347,1989-05-01,DFII10,
2348,1989-05-02,DFII10,
2349,1989-05-03,DFII10,
2350,1989-05-04,DFII10,
2351,1989-05-05,DFII10,
2352,1989-05-08,DFII10,
2353,1989-05-09,DFII10,
2354,1989-05-10,DFII10,
2355,1989-05-11,DFII10,
2356,1989-05-12,DFII10,
2357,1989-05-15,DFII10,
2358,1989-05-16,DFII10,
2359,1989-05-17,DFII10,
2360,1989-05-18,DFII10,
2361,1989-05-19,DFII10,
2362,1989-05-22,DFII10,
2363,1989-05-23,DFII10,
2364,1989-05-24,DFII10,
2365,1989-05-25,DFII10,
2366,1989-05-26,DFII10,
2367,1989-05-29,DFII10,
2368,1989-05-30,DFII10,
2369,1989-05-31,DFII10,
2370,1989-06-01,DFII10,
2371,1989-06-02,DFII10,
2372,1989-06-05,DFII10,
2373,1989-06-06,DFII10,
2374,1989-06-07,DFII10,
2375,1989-06-08,DFII10,
2376,1989-06-09,DFII10,
2377,1989-06-12,DFII10,
2378,1989-06-13,DFII10,
2379,1989-06-14,DFII10,
2380,1989-06-15,DFII10,
2381,1989-06-16,DFII10,
2382,1989-06-19,DFII10,
2383,1989-06-20,DFII10,
2384,1989-06-21,DFII10,
2385,1989-06-22,DFII10,
2386,1989-06-23,DFII10,
2387,1989-06-26,DFII10,
2388,1989-06-27,DFII10,
2389,1989-06-28,DFII10,
2390,1989-06-29,DFII10,
2391,1989-06-30,DFII10,
2392,1989-07-03,DFII10,
2393,1989-07-04,DFII10,
2394,1989-07-05,DFII10,
2395,1989-07-06,DFII10,
2396,1989-07-07,DFII10,
2397,1989-07-10,DFII10,
2398,1989-07-11,DFII10,
2399,1989-07-12,DFII10,
2400,1989-07-13,DFII10,
2401,1989-07-14,DFII10,
2402,1989-07-17,DFII10,
2403,1989-07-18,DFII10,
2404,1989-07-19,DFII10,
2405,1989-07-20,DFII10,
2406,1989-07-21,DFII10,
2407,1989-07-24,DFII10,
2408,1989-07-25,DFII10,
2409,1989-07-26,DFII10,
2410,1989-07-27,DFII10,
2411,1989-07-28,DFII10,
2412,1989-07-31,DFII10,
2413,1989-08-01,DFII10,
2414,1989-08-02,DFII10,
2415,1989-08-03,DFII10,
2416,1989-08-04,DFII10,
2417,1989-08-07,DFII10,
2418,1989-08-08,DFII10,
2419,1989-08-09,DFII10,
2420,1989-08-10,DFII10,
2421,1989-08-11,DFII10,
2422,1989-08-14,DFII10,
2423,1989-08-15,DFII10,
2424,1989-08-16,DFII10,
2425,1989-08-17,DFII10,
2426,1989-08-18,DFII10,
2427,1989-08-21,DFII10,
2428,1989-08-22,DFII10,
2429,1989-08-23,DFII10,
2430,1989-08-24,DFII10,
2431,1989-08-25,DFII10,
2432,1989-08-28,DFII10,
2433,1989-08-29,DFII10,
2434,1989-08-30,DFII10,
2435,1989-08-31,DFII10,
2436,1989-09-01,DFII10,
2437,1989-09-04,DFII10,
2438,1989-09-05,DFII10,
2439,1989-09-06,DFII10,
2440,1989-09-07,DFII10,
2441,1989-09-08,DFII10,
2442,1989-09-11,DFII10,
2443,1989-09-12,DFII10,
2444,1989-09-13,DFII10,
2445,1989-09-14,DFII10,
2446,1989-09-15,DFII10,
2447,1989-09-18,DFII10,
2448,1989-09-19,DFII10,
2449,1989-09-20,DFII10,
2450,1989-09-21,DFII10,
2451,1989-09-22,DFII10,
2452,1989-09-25,DFII10,
2453,1989-09-26,DFII10,
2454,1989-09-27,DFII10,
2455,1989-09-28,DFII10,
2456,1989-09-29,DFII10,
2457,1989-10-02,DFII10,
2458,1989-10-03,DFII10,
2459,1989-10-04,DFII10,
2460,1989-10-05,DFII10,
2461,1989-10-06,DFII10,
2462,1989-10-09,DFII10,
2463,1989-10-10,DFII10,
2464,1989-10-11,DFII10,
2465,1989-10-12,DFII10,
2466,1989-10-13,DFII10,
2467,1989-10-16,DFII10,
2468,1989-10-17,DFII10,
2469,1989-10-18,DFII10,
2470,1989-10-19,DFII10,
2471,1989-10-20,DFII10,
2472,1989-10-23,DFII10,
2473,1989-10-24,DFII10,
2474,1989-10-25,DFII10,
2475,1989-10-26,DFII10,
2476,1989-10-27,DFII10,
2477,1989-10-30,DFII10,
2478,1989-10-31,DFII10,
2479,1989-11-01,DFII10,
2480,1989-11-02,DFII10,
2481,1989-11-03,DFII10,
2482,1989-11-06,DFII10,
2483,1989-11-07,DFII10,
2484,1989-11-08,DFII10,
2485,1989-11-09,DFII10,
2486,1989-11-10,DFII10,
2487,1989-11-13,DFII10,
2488,1989-11-14,DFII10,
2489,1989-11-15,DFII10,
2490,1989-11-16,DFII10,
2491,1989-11-17,DFII10,
2492,1989-11-20,DFII10,
2493,1989-11-21,DFII10,
2494,1989-11-22,DFII10,
2495,1989-11-23,DFII10,
2496,1989-11-24,DFII10,
2497,1989-11-27,DFII10,
2498,1989-11-28,DFII10,
2499,1989-11-29,DFII10,
2500,1989-11-30,DFII10,
2501,1989-12-01,DFII10,
2502,1989-12-04,DFII10,
2503,1989-12-05,DFII10,
2504,1989-12-06,DFII10,
2505,1989-12-07,DFII10,
2506,1989-12-08,DFII10,
2507,1989-12-11,DFII10,
2508,1989-12-12,DFII10,
2509,1989-12-13,DFII10,
2510,1989-12-14,DFII10,
2511,1989-12-15,DFII10,
2512,1989-12-18,DFII10,
2513,1989-12-19,DFII10,
2514,1989-12-20,DFII10,
2515,1989-12-21,DFII10,
2516,1989-12-22,DFII10,
2517,1989-12-25,DFII10,
2518,1989-12-26,DFII10,
2519,1989-12-27,DFII10,
2520,1989-12-28,DFII10,
2521,1989-12-29,DFII10,
2522,1990-01-01,DFII10,
2523,1990-01-02,DFII10,
2524,1990-01-03,DFII10,
2525,1990-01-04,DFII10,
2526,1990-01-05,DFII10,
2527,1990-01-08,DFII10,
2528,1990-01-09,DFII10,
2529,1990-01-10,DFII10,
2530,1990-01-11,DFII10,
2531,1990-01-12,DFII10,
2532,1990-01-15,DFII10,
2533,1990-01-16,DFII10,
2534,1990-01-17,DFII10,
2535,1990-01-18,DFII10,
2536,1990-01-19,DFII10,
2537,1990-01-22,DFII10,
2538,1990-01-23,DFII10,
2539,1990-01-24,DFII10,
2540,1990-01-25,DFII10,
2541,1990-01-26,DFII10,
2542,1990-01-29,DFII10,
2543,1990-01-30,DFII10,
2544,1990-01-31,DFII10,
2545,1990-02-01,DFII10,
2546,1990-02-02,DFII10,
2547,1990-02-05,DFII10,
2548,1990-02-06,DFII10,
2549,1990-02-07,DFII10,
2550,1990-02-08,DFII10,
2551,1990-02-09,DFII10,
2552,1990-02-12,DFII10,
2553,1990-02-13,DFII10,
2554,1990-02-14,DFII10,
2555,1990-02-15,DFII10,
2556,1990-02-16,DFII10,
2557,1990-02-19,DFII10,
2558,1990-02-20,DFII10,
2559,1990-02-21,DFII10,
2560,1990-02-22,DFII10,
2561,1990-02-23,DFII10,
2562,1990-02-26,DFII10,
2563,1990-02-27,DFII10,
2564,1990-02-28,DFII10,
2565,1990-03-01,DFII10,
2566,1990-03-02,DFII10,
2567,1990-03-05,DFII10,
2568,1990-03-06,DFII10,
2569,1990-03-07,DFII10,
2570,1990-03-08,DFII10,
2571,1990-03-09,DFII10,
2572,1990-03-12,DFII10,
2573,1990-03-13,DFII10,
2574,1990-03-14,DFII10,
2575,1990-03-15,DFII10,
2576,1990-03-16,DFII10,
2577,1990-03-19,DFII10,
2578,1990-03-20,DFII10,
2579,1990-03-21,DFII10,
2580,1990-03-22,DFII10,
2581,1990-03-23,DFII10,
2582,1990-03-26,DFII10,
2583,1990-03-27,DFII10,
2584,1990-03-28,DFII10,
2585,1990-03-29,DFII10,
2586,1990-03-30,DFII10,
2587,1990-04-02,DFII10,
2588,1990-04-03,DFII10,
2589,1990-04-04,DFII10,
2590,1990-04-05,DFII10,
2591,1990-04-06,DFII10,
2592,1990-04-09,DFII10,
2593,1990-04-10,DFII10,
2594,1990-04-11,DFII10,
2595,1990-04-12,DFII10,
2596,1990-04-13,DFII10,
2597,1990-04-16,DFII10,
2598,1990-04-17,DFII10,
2599,1990-04-18,DFII10,
2600,1990-04-19,DFII10,
2601,1990-04-20,DFII10,
2602,1990-04-23,DFII10,
2603,1990-04-24,DFII10,
2604,1990-04-25,DFII10,
2605,1990-04-26,DFII10,
2606,1990-04-27,DFII10,
2607,1990-04-30,DFII10,
2608,1990-05-01,DFII10,
2609,1990-05-02,DFII10,
2610,1990-05-03,DFII10,
2611,1990-05-04,DFII10,
2612,1990-05-07,DFII10,
2613,1990-05-08,DFII10,
2614,1990-05-09,DFII10,
2615,1990-05-10,DFII10,
2616,1990-05-11,DFII10,
2617,1990-05-14,DFII10,
2618,1990-05-15,DFII10,
2619,1990-05-16,DFII10,
2620,1990-05-17,DFII10,
2621,1990-05-18,DFII10,
2622,1990-05-21,DFII10,
2623,1990-05-22,DFII10,
2624,1990-05-23,DFII10,
2625,1990-05-24,DFII10,
2626,1990-05-25,DFII10,
2627,1990-05-28,DFII10,
2628,1990-05-29,DFII10,
2629,1990-05-30,DFII10,
2630,1990-05-31,DFII10,
2631,1990-06-01,DFII10,
2632,1990-06-04,DFII10,
2633,1990-06-05,DFII10,
2634,1990-06-06,DFII10,
2635,1990-06-07,DFII10,
2636,1990-06-08,DFII10,
2637,1990-06-11,DFII10,
2638,1990-06-12,DFII10,
2639,1990-06-13,DFII10,
2640,1990-06-14,DFII10,
2641,1990-06-15,DFII10,
2642,1990-06-18,DFII10,
2643,1990-06-19,DFII10,
2644,1990-06-20,DFII10,
2645,1990-06-21,DFII10,
2646,1990-06-22,DFII10,
2647,1990-06-25,DFII10,
2648,1990-06-26,DFII10,
2649,1990-06-27,DFII10,
2650,1990-06-28,DFII10,
2651,1990-06-29,DFII10,
2652,1990-07-02,DFII10,
2653,1990-07-03,DFII10,
2654,1990-07-04,DFII10,
2655,1990-07-05,DFII10,
2656,1990-07-06,DFII10,
2657,1990-07-09,DFII10,
2658,1990-07-10,DFII10,
2659,1990-07-11,DFII10,
2660,1990-07-12,DFII10,
2661,1990-07-13,DFII10,
2662,1990-07-16,DFII10,
2663,1990-07-17,DFII10,
2664,1990-07-18,DFII10,
2665,1990-07-19,DFII10,
2666,1990-07-20,DFII10,
2667,1990-07-23,DFII10,
2668,1990-07-24,DFII10,
2669,1990-07-25,DFII10,
2670,1990-07-26,DFII10,
2671,1990-07-27,DFII10,
2672,1990-07-30,DFII10,
2673,1990-07-31,DFII10,
2674,1990-08-01,DFII10,
2675,1990-08-02,DFII10,
2676,1990-08-03,DFII10,
2677,1990-08-06,DFII10,
2678,1990-08-07,DFII10,
2679,1990-08-08,DFII10,
2680,1990-08-09,DFII10,
2681,1990-08-10,DFII10,
2682,1990-08-13,DFII10,
2683,1990-08-14,DFII10,
2684,1990-08-15,DFII10,
2685,1990-08-16,DFII10,
2686,1990-08-17,DFII10,
2687,1990-08-20,DFII10,
2688,1990-08-21,DFII10,
2689,1990-08-22,DFII10,
2690,1990-08-23,DFII10,
2691,1990-08-24,DFII10,
2692,1990-08-27,DFII10,
2693,1990-08-28,DFII10,
2694,1990-08-29,DFII10,
2695,1990-08-30,DFII10,
2696,1990-08-31,DFII10,
2697,1990-09-03,DFII10,
2698,1990-09-04,DFII10,
2699,1990-09-05,DFII10,
2700,1990-09-06,DFII10,
2701,1990-09-07,DFII10,
2702,1990-09-10,DFII10,
2703,1990-09-11,DFII10,
2704,1990-09-12,DFII10,
2705,1990-09-13,DFII10,
2706,1990-09-14,DFII10,
2707,1990-09-17,DFII10,
2708,1990-09-18,DFII10,
2709,1990-09-19,DFII10,
2710,1990-09-20,DFII10,
2711,1990-09-21,DFII10,
2712,1990-09-24,DFII10,
2713,1990-09-25,DFII10,
2714,1990-09-26,DFII10,
2715,1990-09-27,DFII10,
2716,1990-09-28,DFII10,
2717,1990-10-01,DFII10,
2718,1990-10-02,DFII10,
2719,1990-10-03,DFII10,
2720,1990-10-04,DFII10,
2721,1990-10-05,DFII10,
2722,1990-10-08,DFII10,
2723,1990-10-09,DFII10,
2724,1990-10-10,DFII10,
2725,1990-10-11,DFII10,
2726,1990-10-12,DFII10,
2727,1990-10-15,DFII10,
2728,1990-10-16,DFII10,
2729,1990-10-17,DFII10,
2730,1990-10-18,DFII10,
2731,1990-10-19,DFII10,
2732,1990-10-22,DFII10,
2733,1990-10-23,DFII10,
2734,1990-10-24,DFII10,
2735,1990-10-25,DFII10,
2736,1990-10-26,DFII10,
2737,1990-10-29,DFII10,
2738,1990-10-30,DFII10,
2739,1990-10-31,DFII10,
2740,1990-11-01,DFII10,
2741,1990-11-02,DFII10,
2742,1990-11-05,DFII10,
2743,1990-11-06,DFII10,
2744,1990-11-07,DFII10,
2745,1990-11-08,DFII10,
2746,1990-11-09,DFII10,
2747,1990-11-12,DFII10,
2748,1990-11-13,DFII10,
2749,1990-11-14,DFII10,
2750,1990-11-15,DFII10,
2751,1990-11-16,DFII10,
2752,1990-11-19,DFII10,
2753,1990-11-20,DFII10,
2754,1990-11-21,DFII10,
2755,1990-11-22,DFII10,
2756,1990-11-23,DFII10,
2757,1990-11-26,DFII10,
2758,1990-11-27,DFII10,
2759,1990-11-28,DFII10,
2760,1990-11-29,DFII10,
2761,1990-11-30,DFII10,
2762,1990-12-03,DFII10,
2763,1990-12-04,DFII10,
2764,1990-12-05,DFII10,
2765,1990-12-06,DFII10,
2766,1990-12-07,DFII10,
2767,1990-12-10,DFII10,
2768,1990-12-11,DFII10,
2769,1990-12-12,DFII10,
2770,1990-12-13,DFII10,
2771,1990-12-14,DFII10,
2772,1990-12-17,DFII10,
2773,1990-12-18,DFII10,
2774,1990-12-19,DFII10,
2775,1990-12-20,DFII10,
2776,1990-12-21,DFII10,
2777,1990-12-24,DFII10,
2778,1990-12-25,DFII10,
2779,1990-12-26,DFII10,
2780,1990-12-27,DFII10,
2781,1990-12-28,DFII10,
2782,1990-12-31,DFII10,
2783,1991-01-01,DFII10,
2784,1991-01-02,DFII10,
2785,1991-01-03,DFII10,
2786,1991-01-04,DFII10,
2787,1991-01-07,DFII10,
2788,1991-01-08,DFII10,
2789,1991-01-09,DFII10,
2790,1991-01-10,DFII10,
2791,1991-01-11,DFII10,
2792,1991-01-14,DFII10,
2793,1991-01-15,DFII10,
2794,1991-01-16,DFII10,
2795,1991-01-17,DFII10,
2796,1991-01-18,DFII10,
2797,1991-01-21,DFII10,
2798,1991-01-22,DFII10,
2799,1991-01-23,DFII10,
2800,1991-01-24,DFII10,
2801,1991-01-25,DFII10,
2802,1991-01-28,DFII10,
2803,1991-01-29,DFII10,
2804,1991-01-30,DFII10,
2805,1991-01-31,DFII10,
2806,1991-02-01,DFII10,
2807,1991-02-04,DFII10,
2808,1991-02-05,DFII10,
2809,1991-02-06,DFII10,
2810,1991-02-07,DFII10,
2811,1991-02-08,DFII10,
2812,1991-02-11,DFII10,
2813,1991-02-12,DFII10,
2814,1991-02-13,DFII10,
2815,1991-02-14,DFII10,
2816,1991-02-15,DFII10,
2817,1991-02-18,DFII10,
2818,1991-02-19,DFII10,
2819,1991-02-20,DFII10,
2820,1991-02-21,DFII10,
2821,1991-02-22,DFII10,
2822,1991-02-25,DFII10,
2823,1991-02-26,DFII10,
2824,1991-02-27,DFII10,
2825,1991-02-28,DFII10,
2826,1991-03-01,DFII10,
2827,1991-03-04,DFII10,
2828,1991-03-05,DFII10,
2829,1991-03-06,DFII10,
2830,1991-03-07,DFII10,
2831,1991-03-08,DFII10,
2832,1991-03-11,DFII10,
2833,1991-03-12,DFII10,
2834,1991-03-13,DFII10,
2835,1991-03-14,DFII10,
2836,1991-03-15,DFII10,
2837,1991-03-18,DFII10,
2838,1991-03-19,DFII10,
2839,1991-03-20,DFII10,
2840,1991-03-21,DFII10,
2841,1991-03-22,DFII10,
2842,1991-03-25,DFII10,
2843,1991-03-26,DFII10,
2844,1991-03-27,DFII10,
2845,1991-03-28,DFII10,
2846,1991-03-29,DFII10,
2847,1991-04-01,DFII10,
2848,1991-04-02,DFII10,
2849,1991-04-03,DFII10,
2850,1991-04-04,DFII10,
2851,1991-04-05,DFII10,
2852,1991-04-08,DFII10,
2853,1991-04-09,DFII10,
2854,1991-04-10,DFII10,
2855,1991-04-11,DFII10,
2856,1991-04-12,DFII10,
2857,1991-04-15,DFII10,
2858,1991-04-16,DFII10,
2859,1991-04-17,DFII10,
2860,1991-04-18,DFII10,
2861,1991-04-19,DFII10,
2862,1991-04-22,DFII10,
2863,1991-04-23,DFII10,
2864,1991-04-24,DFII10,
2865,1991-04-25,DFII10,
2866,1991-04-26,DFII10,
2867,1991-04-29,DFII10,
2868,1991-04-30,DFII10,
2869,1991-05-01,DFII10,
2870,1991-05-02,DFII10,
2871,1991-05-03,DFII10,
2872,1991-05-06,DFII10,
2873,1991-05-07,DFII10,
2874,1991-05-08,DFII10,
2875,1991-05-09,DFII10,
2876,1991-05-10,DFII10,
2877,1991-05-13,DFII10,
2878,1991-05-14,DFII10,
2879,1991-05-15,DFII10,
2880,1991-05-16,DFII10,
2881,1991-05-17,DFII10,
2882,1991-05-20,DFII10,
2883,1991-05-21,DFII10,
2884,1991-05-22,DFII10,
2885,1991-05-23,DFII10,
2886,1991-05-24,DFII10,
2887,1991-05-27,DFII10,
2888,1991-05-28,DFII10,
2889,1991-05-29,DFII10,
2890,1991-05-30,DFII10,
2891,1991-05-31,DFII10,
2892,1991-06-03,DFII10,
2893,1991-06-04,DFII10,
2894,1991-06-05,DFII10,
2895,1991-06-06,DFII10,
2896,1991-06-07,DFII10,
2897,1991-06-10,DFII10,
2898,1991-06-11,DFII10,
2899,1991-06-12,DFII10,
2900,1991-06-13,DFII10,
2901,1991-06-14,DFII10,
2902,1991-06-17,DFII10,
2903,1991-06-18,DFII10,
2904,1991-06-19,DFII10,
2905,1991-06-20,DFII10,
2906,1991-06-21,DFII10,
2907,1991-06-24,DFII10,
2908,1991-06-25,DFII10,
2909,1991-06-26,DFII10,
2910,1991-06-27,DFII10,
2911,1991-06-28,DFII10,
2912,1991-07-01,DFII10,
2913,1991-07-02,DFII10,
2914,1991-07-03,DFII10,
2915,1991-07-04,DFII10,
2916,1991-07-05,DFII10,
2917,1991-07-08,DFII10,
2918,1991-07-09,DFII10,
2919,1991-07-10,DFII10,
2920,1991-07-11,DFII10,
2921,1991-07-12,DFII10,
2922,1991-07-15,DFII10,
2923,1991-07-16,DFII10,
2924,1991-07-17,DFII10,
2925,1991-07-18,DFII10,
2926,1991-07-19,DFII10,
2927,1991-07-22,DFII10,
2928,1991-07-23,DFII10,
2929,1991-07-24,DFII10,
2930,1991-07-25,DFII10,
2931,1991-07-26,DFII10,
2932,1991-07-29,DFII10,
2933,1991-07-30,DFII10,
2934,1991-07-31,DFII10,
2935,1991-08-01,DFII10,
2936,1991-08-02,DFII10,
2937,1991-08-05,DFII10,
2938,1991-08-06,DFII10,
2939,1991-08-07,DFII10,
2940,1991-08-08,DFII10,
2941,1991-08-09,DFII10,
2942,1991-08-12,DFII10,
2943,1991-08-13,DFII10,
2944,1991-08-14,DFII10,
2945,1991-08-15,DFII10,
2946,1991-08-16,DFII10,
2947,1991-08-19,DFII10,
2948,1991-08-20,DFII10,
2949,1991-08-21,DFII10,
2950,1991-08-22,DFII10,
2951,1991-08-23,DFII10,
2952,1991-08-26,DFII10,
2953,1991-08-27,DFII10,
2954,1991-08-28,DFII10,
2955,1991-08-29,DFII10,
2956,1991-08-30,DFII10,
2957,1991-09-02,DFII10,
2958,1991-09-03,DFII10,
2959,1991-09-04,DFII10,
2960,1991-09-05,DFII10,
2961,1991-09-06,DFII10,
2962,1991-09-09,DFII10,
2963,1991-09-10,DFII10,
2964,1991-09-11,DFII10,
2965,1991-09-12,DFII10,
2966,1991-09-13,DFII10,
2967,1991-09-16,DFII10,
2968,1991-09-17,DFII10,
2969,1991-09-18,DFII10,
2970,1991-09-19,DFII10,
2971,1991-09-20,DFII10,
2972,1991-09-23,DFII10,
2973,1991-09-24,DFII10,
2974,1991-09-25,DFII10,
2975,1991-09-26,DFII10,
2976,1991-09-27,DFII10,
